[v: 27] [dp: { 15, 25, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, 18, -1000000000, 0, -1000000000, 2, 21, -1000000000, -1000000000, -1000000000, 17, -1000000000, -1000000000, 20, -1000000000, 19, -1000000000, -1000000000, 1, 3, 26, -1000000000, 24, -1000000000, 22, -1000000000, -1000000000, 23, 16, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000 }] 
[v: 26] [dp: { 15, 25, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, 18, -1000000000, 0, -1000000000, 2, 21, -1000000000, -1000000000, -1000000000, 17, -1000000000, -1000000000, 20, -1000000000, 19, -1000000000, -1000000000, 1, 27, 26, -1000000000, 24, -1000000000, 22, -1000000000, -1000000000, 23, 16, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000 }] 
[v: 12] [dp: { 15, 25, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, 18, -1000000000, 0, -1000000000, 28, 21, -1000000000, -1000000000, -1000000000, 17, -1000000000, -1000000000, 20, -1000000000, 19, -1000000000, -1000000000, 1, 27, 26, -1000000000, 24, -1000000000, 22, -1000000000, -1000000000, 23, 16, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000 }] 
[v: 25] [dp: { 15, 25, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, 18, -1000000000, 0, -1000000000, 28, 21, -1000000000, -1000000000, -1000000000, 17, -1000000000, -1000000000, 20, -1000000000, 19, -1000000000, -1000000000, 29, 27, 26, -1000000000, 24, -1000000000, 22, -1000000000, -1000000000, 23, 16, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000 }] 
[v: 2] [dp: { 15, 25, 30, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, 18, -1000000000, 0, -1000000000, 28, 21, -1000000000, -1000000000, -1000000000, 17, -1000000000, -1000000000, 20, -1000000000, 19, -1000000000, -1000000000, 29, 27, 26, -1000000000, 24, -1000000000, 22, -1000000000, -1000000000, 23, 16, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000 }] 
[v: 23] [dp: { 15, 25, 30, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, 18, -1000000000, 0, -1000000000, 28, 21, -1000000000, -1000000000, -1000000000, 17, -1000000000, -1000000000, 20, -1000000000, 19, 31, -1000000000, 29, 27, 26, -1000000000, 24, -1000000000, 22, -1000000000, -1000000000, 23, 16, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000 }] 
[v: 7] [dp: { 15, 25, 30, -1000000000, -1000000000, -1000000000, -1000000000, 31, 18, -1000000000, 0, -1000000000, 28, 21, -1000000000, -1000000000, -1000000000, 17, -1000000000, -1000000000, 20, -1000000000, 19, -1000000000, -1000000000, 29, 27, 26, -1000000000, 24, -1000000000, 22, -1000000000, -1000000000, 23, 16, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000 }] 
[v: 5] [dp: { 15, 25, 30, -1000000000, -1000000000, 32, -1000000000, 31, 18, -1000000000, 0, -1000000000, 28, 21, -1000000000, -1000000000, -1000000000, 17, -1000000000, -1000000000, 20, -1000000000, 19, -1000000000, -1000000000, 29, 27, 26, -1000000000, 24, -1000000000, 22, -1000000000, -1000000000, 23, 16, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000 }] 
[v: 45] [dp: { 15, 25, 30, -1000000000, -1000000000, 32, -1000000000, 31, 18, -1000000000, 0, -1000000000, 28, 21, -1000000000, -1000000000, -1000000000, 17, -1000000000, -1000000000, 20, -1000000000, 19, -1000000000, -1000000000, 29, 27, 26, -1000000000, 24, -1000000000, 22, -1000000000, -1000000000, 23, 16, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, 33, -1000000000, -1000000000 }] 
[v: 4] [dp: { 15, 25, 30, -1000000000, 34, 32, -1000000000, 31, 18, -1000000000, 0, -1000000000, 28, 21, -1000000000, -1000000000, -1000000000, 17, -1000000000, -1000000000, 20, -1000000000, 19, -1000000000, -1000000000, 29, 27, 26, -1000000000, 24, -1000000000, 22, -1000000000, -1000000000, 23, 16, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, 33, -1000000000, -1000000000 }] 
[v: 11] [dp: { 15, 25, 30, -1000000000, -1000000000, -1000000000, -1000000000, 31, 18, -1000000000, 0, 32, 28, 21, -1000000000, -1000000000, -1000000000, 17, -1000000000, -1000000000, 20, -1000000000, 19, -1000000000, -1000000000, 29, 27, 26, -1000000000, 24, -1000000000, 22, -1000000000, -1000000000, 23, 16, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000 }] 
[v: 30] [dp: { 15, 25, 30, -1000000000, -1000000000, -1000000000, -1000000000, 31, 18, -1000000000, 0, 32, 28, 21, -1000000000, -1000000000, -1000000000, 17, -1000000000, -1000000000, 20, -1000000000, 19, -1000000000, -1000000000, 29, 27, 26, -1000000000, 24, 33, 22, -1000000000, -1000000000, 23, 16, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000 }] 
[v: 16] [dp: { 15, 25, 30, -1000000000, -1000000000, -1000000000, -1000000000, 31, 18, -1000000000, 0, 32, 28, 21, -1000000000, -1000000000, 34, 17, -1000000000, -1000000000, 20, -1000000000, 19, -1000000000, -1000000000, 29, 27, 26, -1000000000, 24, 33, 22, -1000000000, -1000000000, 23, 16, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000 }] 
[v: 44] [dp: { 15, 25, 30, -1000000000, -1000000000, -1000000000, -1000000000, 31, 18, -1000000000, 0, 32, 28, 21, -1000000000, -1000000000, 34, 17, -1000000000, -1000000000, 20, -1000000000, 19, -1000000000, -1000000000, 29, 27, 26, -1000000000, 24, 33, 22, -1000000000, -1000000000, 23, 16, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, 35, -1000000000, -1000000000, -1000000000 }] 
[v: 38] [dp: { 15, 25, 30, -1000000000, -1000000000, -1000000000, -1000000000, 31, 18, -1000000000, 0, 32, 28, 21, -1000000000, -1000000000, -1000000000, 17, -1000000000, -1000000000, 20, -1000000000, 19, -1000000000, -1000000000, 29, 27, 26, -1000000000, 24, 33, 22, -1000000000, -1000000000, 23, 16, -1000000000, -1000000000, 34, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000 }] 
[v: 41] [dp: { 15, 25, 30, -1000000000, -1000000000, -1000000000, -1000000000, 31, 18, -1000000000, 0, -1000000000, 28, 21, -1000000000, -1000000000, -1000000000, 17, -1000000000, -1000000000, 20, -1000000000, 19, -1000000000, -1000000000, 29, 27, 26, -1000000000, 24, -1000000000, 22, -1000000000, -1000000000, 23, 16, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, 32, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000 }] 
[v: 10] [dp: { 15, 25, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, 18, -1000000000, 30, -1000000000, 28, 21, -1000000000, -1000000000, -1000000000, 17, -1000000000, -1000000000, 20, -1000000000, 19, -1000000000, -1000000000, 29, 27, 26, -1000000000, 24, -1000000000, 22, -1000000000, -1000000000, 23, 16, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000 }] 
[v: 18] [dp: { 15, 25, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, 18, -1000000000, 30, -1000000000, 28, 21, -1000000000, -1000000000, -1000000000, 17, 31, -1000000000, 20, -1000000000, 19, -1000000000, -1000000000, 29, 27, 26, -1000000000, 24, -1000000000, 22, -1000000000, -1000000000, 23, 16, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000 }] 
[v: 19] [dp: { 15, 25, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, 18, -1000000000, 30, -1000000000, 28, 21, -1000000000, -1000000000, -1000000000, 17, -1000000000, 31, 20, -1000000000, 19, -1000000000, -1000000000, 29, 27, 26, -1000000000, 24, -1000000000, 22, -1000000000, -1000000000, 23, 16, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000 }] 
[v: 33] [dp: { 15, 25, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, 18, -1000000000, 0, -1000000000, 2, 21, -1000000000, -1000000000, -1000000000, 17, -1000000000, -1000000000, 20, -1000000000, 19, -1000000000, -1000000000, 1, 3, 26, -1000000000, 24, -1000000000, 22, -1000000000, 27, 23, 16, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000 }] 
[v: 42] [dp: { 15, 25, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, 18, -1000000000, 0, -1000000000, 2, 21, -1000000000, -1000000000, -1000000000, 17, -1000000000, -1000000000, 20, -1000000000, 19, -1000000000, -1000000000, 1, 3, 4, -1000000000, 24, -1000000000, 22, -1000000000, -1000000000, 23, 16, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, 26, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000 }] 
[v: 6] [dp: { 15, 25, -1000000000, -1000000000, -1000000000, -1000000000, 27, -1000000000, 18, -1000000000, 0, -1000000000, 2, 21, -1000000000, -1000000000, -1000000000, 17, -1000000000, -1000000000, 20, -1000000000, 19, -1000000000, -1000000000, 1, 3, 4, -1000000000, 24, -1000000000, 22, -1000000000, -1000000000, 23, 16, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, 26, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000 }] 
[v: 21] [dp: { 15, 5, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, 18, -1000000000, 0, -1000000000, 2, 21, -1000000000, -1000000000, -1000000000, 17, -1000000000, -1000000000, 20, 25, 19, -1000000000, -1000000000, 1, 3, 4, -1000000000, 24, -1000000000, 22, -1000000000, -1000000000, 23, 16, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000 }] 
[v: 32] [dp: { 15, 5, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, 18, -1000000000, 0, -1000000000, 2, 21, -1000000000, -1000000000, -1000000000, 17, -1000000000, -1000000000, 20, -1000000000, 19, -1000000000, -1000000000, 1, 3, 4, -1000000000, 6, -1000000000, 22, 24, -1000000000, 23, 16, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000 }] 
[v: 43] [dp: { 15, 5, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, 18, -1000000000, 0, -1000000000, 2, 21, -1000000000, -1000000000, -1000000000, 17, -1000000000, -1000000000, 20, -1000000000, 19, -1000000000, -1000000000, 1, 3, 4, -1000000000, 6, -1000000000, 22, 24, -1000000000, 23, 16, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, 25, -1000000000, -1000000000, -1000000000, -1000000000 }] 
[v: 39] [dp: { 15, 5, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, 18, -1000000000, 0, -1000000000, 2, 21, -1000000000, -1000000000, -1000000000, 17, -1000000000, -1000000000, 20, -1000000000, 19, -1000000000, -1000000000, 1, 3, 4, -1000000000, 6, -1000000000, 22, 24, -1000000000, 23, 16, -1000000000, -1000000000, -1000000000, 26, -1000000000, -1000000000, -1000000000, 25, -1000000000, -1000000000, -1000000000, -1000000000 }] 
[v: 46] [dp: { 15, 5, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, 18, -1000000000, 0, -1000000000, 2, 21, -1000000000, -1000000000, -1000000000, 17, -1000000000, -1000000000, 20, -1000000000, 19, -1000000000, -1000000000, 1, 3, 4, -1000000000, 6, -1000000000, 22, 24, -1000000000, 23, 16, -1000000000, -1000000000, -1000000000, 26, -1000000000, -1000000000, -1000000000, 25, -1000000000, -1000000000, 27, -1000000000 }] 
[v: 15] [dp: { 15, 5, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, 18, -1000000000, 0, -1000000000, 2, 9, -1000000000, 20, -1000000000, 17, -1000000000, -1000000000, 10, -1000000000, 19, -1000000000, -1000000000, 1, 3, 4, -1000000000, 6, -1000000000, 8, -1000000000, -1000000000, 7, 16, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000 }] 
[v: 40] [dp: { 15, 5, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, 18, -1000000000, 0, -1000000000, 2, 9, -1000000000, -1000000000, -1000000000, 17, -1000000000, -1000000000, 10, -1000000000, 11, -1000000000, -1000000000, 1, 3, 4, -1000000000, 6, -1000000000, 8, -1000000000, -1000000000, 7, 16, -1000000000, -1000000000, -1000000000, -1000000000, 19, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000 }] 
[v: 9] [dp: { 15, 5, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, 12, 18, 0, -1000000000, 2, 9, -1000000000, -1000000000, -1000000000, 17, -1000000000, -1000000000, 10, -1000000000, 11, -1000000000, -1000000000, 1, 3, 4, -1000000000, 6, -1000000000, 8, -1000000000, -1000000000, 7, 16, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000 }] 
[v: 3] [dp: { 15, 5, -1000000000, 19, -1000000000, -1000000000, -1000000000, -1000000000, 12, 18, 0, -1000000000, 2, 9, -1000000000, -1000000000, -1000000000, 17, -1000000000, -1000000000, 10, -1000000000, 11, -1000000000, -1000000000, 1, 3, 4, -1000000000, 6, -1000000000, 8, -1000000000, -1000000000, 7, 16, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000 }] 
[v: 14] [dp: { 15, 5, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, 12, -1000000000, 0, -1000000000, 2, 9, 17, -1000000000, -1000000000, 13, -1000000000, -1000000000, 10, -1000000000, 11, -1000000000, -1000000000, 1, 3, 4, -1000000000, 6, -1000000000, 8, -1000000000, -1000000000, 7, 16, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000, -1000000000 }] 
[ans_nodes: {  }] 
0
